iso_code,continent,location,date,population,total_cases,new_cases,total_deaths,new_deaths,people_vaccinated,people_fully_vaccinated,total_boosters,total_vaccinations,new_vaccinations,is_country,new_cases_7day_avg,new_deaths_7day_avg,new_vaccinations_7day_avg,cases_14day_total,deaths_14day_total,case_growth_rate,death_growth_rate,vaccination_growth_rate,cases_per_million,deaths_per_million,vaccinations_per_hundred,vaccinated_share,fully_vaccinated_share,booster_share,death_rate,estimated_active_cases,estimated_recoveries,recovery_rate_proxy
GMB,Africa,Gambia,2024-08-04,2705995.0,12627.0,0.0,372.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4666.305739663229,137.47253782804478,0.0,0.0,0.0,0.0,2.9460679496317415,0.0,12255.0,97.05393205036826
GEO,Asia,Georgia,2024-08-04,3744385.0,1863615.0,0.0,17150.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497709.2366303145,4580.1914065994815,0.0,0.0,0.0,0.0,0.9202544516973731,0.0,1846465.0,99.07974554830263
DEU,Europe,Germany,2024-08-04,83369840.0,38437756.0,0.0,174979.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461051.0947364179,2098.828545190923,0.0,0.0,0.0,0.0,0.4552268868141002,0.0,38262777.0,99.5447731131859
GHA,Africa,Ghana,2024-08-04,33475870.0,172062.0,0.0,1462.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5139.881353344962,43.673248820717724,0.0,0.0,0.0,0.0,0.8496937150562007,0.0,170600.0,99.1503062849438
GIB,Europe,Gibraltar,2024-08-04,32677.0,20550.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628882.700370291,3458.089787924228,0.0,0.0,0.0,0.0,0.5498783454987834,0.0,20437.0,99.45012165450122
GRC,Europe,Greece,2024-08-04,10384972.0,5673681.0,5818.0,39258.0,40.0,0.0,0.0,0.0,0.0,0.0,True,5818.0,40.0,0.0,5818.0,40.0,0.0,0.0,0.0,546335.7050938606,3780.2701827217256,0.0,0.0,0.0,0.0,0.6919317458982978,5818.0,5628605.0,99.20552459681818
GRL,North America,Greenland,2024-08-04,56494.0,11971.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211898.60870180905,371.72089071405816,0.0,0.0,0.0,0.0,0.1754239411912121,0.0,11950.0,99.82457605880879
GRD,North America,Grenada,2024-08-04,125459.0,19693.0,0.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156967.61491802102,1897.0340908185144,0.0,0.0,0.0,0.0,1.2085512618696999,0.0,19455.0,98.7914487381303
GLP,North America,Guadeloupe,2024-08-04,395762.0,203235.0,0.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513528.3326847954,2579.8333341755906,0.0,0.0,0.0,0.0,0.5023740989494919,0.0,202214.0,99.49762590105051
GUM,Oceania,Guam,2024-08-04,171783.0,52287.0,0.0,419.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304378.19807547895,2439.123778255124,0.0,0.0,0.0,0.0,0.8013464149788667,0.0,51868.0,99.19865358502113
GTM,North America,Guatemala,2024-08-04,17843914.0,1250371.0,1.0,20203.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70072.68696766863,1132.2067568808054,0.0,0.0,0.0,0.0,1.615760442300725,1.0,1230167.0,98.38415958143622
GGY,Europe,Guernsey,2024-08-04,63329.0,35326.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557817.1138025234,1057.9671240663833,0.0,0.0,0.0,0.0,0.18966200532185926,0.0,35259.0,99.81033799467815
GIN,Africa,Guinea,2024-08-04,13859349.0,38572.0,0.0,468.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2783.10330449143,33.76781983049853,0.0,0.0,0.0,0.0,1.2133153582909884,0.0,38104.0,98.78668464170902
GNB,Africa,Guinea-Bissau,2024-08-04,2105580.0,9614.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4565.962822595199,84.0623486165332,0.0,0.0,0.0,0.0,1.841065113376326,0.0,9437.0,98.15893488662367
GUY,South America,Guyana,2024-08-04,808727.0,74443.0,4.0,1302.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,92049.60388363441,1609.9375932793141,0.0,0.0,0.0,0.0,1.7489891594911544,4.0,73137.0,98.24563760192362
HTI,North America,Haiti,2024-08-04,11585003.0,34456.0,0.0,860.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2974.189993735867,74.23390395324024,0.0,0.0,0.0,0.0,2.495936846993267,0.0,33596.0,97.50406315300674
OWID_HIC,Unknown,High-income countries,2024-08-14,1250514600.0,429044049.0,32293.0,2997359.0,786.0,998723024.0,929255961.0,839231470.0,2840880020.0,1421.0,False,32293.0,786.0,1421.0,32293.0,786.0,0.0,0.0,0.0,343093.9942644412,2396.900444025204,227.17687742310244,79.86496311198606,74.30988498654874,67.11088938905631,0.69861334913889,32293.0,426014397.0,99.29385991786592
HND,North America,Honduras,2024-08-04,10432858.0,472896.0,1.0,11114.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45327.56029076596,1065.2881501885677,0.0,0.0,0.0,0.0,2.35019962105833,1.0,461781.0,97.64958891595616
HKG,Asia,Hong Kong,2024-08-10,7488863.0,0.0,0.0,0.0,0.0,6920120.0,6803327.0,7291392.0,21014839.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.61454722833093,92.40548264803348,90.84592681158675,97.36313776871069,0.0,0.0,0.0,0.0
HUN,Europe,Hungary,2024-08-04,9967304.0,2230800.0,143.0,49053.0,0.0,0.0,0.0,0.0,0.0,0.0,True,143.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,223811.7749794729,4921.390979948038,0.0,0.0,0.0,0.0,2.1988972565895644,143.0,2181604.0,97.79469248700018
ISL,Europe,Iceland,2024-08-04,372903.0,210374.0,27.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,True,27.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,564152.0717183825,498.78922937064067,0.0,0.0,0.0,0.0,0.08841396750549022,27.0,210161.0,99.89875174688888
IND,Asia,India,2024-08-12,1417173120.0,45041748.0,313.0,533623.0,0.0,1027438924.0,951990552.0,227438524.0,2206868000.0,7.0,True,313.0,0.0,7.0,313.0,0.0,0.0,0.0,0.0,31782.81281541665,376.54044694271363,155.7232471358192,72.49918231584861,67.17531814320611,16.048746676764516,1.184729775585086,313.0,44507812.0,98.81457531355133
IDN,Asia,Indonesia,2024-08-04,275501344.0,6829399.0,46.0,162059.0,0.0,0.0,0.0,0.0,0.0,0.0,True,46.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,24788.986147377924,588.2330650263543,0.0,0.0,0.0,0.0,2.372961368928657,46.0,6667294.0,97.6263650725342
IRN,Asia,Iran,2024-08-04,88550568.0,7627863.0,0.0,146837.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86141.32209744833,1658.227646828872,0.0,0.0,0.0,0.0,1.9250083542402374,0.0,7481026.0,98.07499164575977
IRQ,Asia,Iraq,2024-08-04,44496124.0,2465545.0,0.0,25375.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55410.33192014657,570.2743906413061,0.0,0.0,0.0,0.0,1.029184216876999,0.0,2440170.0,98.970815783123
IRL,Europe,Ireland,2024-08-04,5023108.0,1745088.0,761.0,9744.0,9.0,0.0,0.0,0.0,0.0,0.0,True,761.0,9.0,0.0,761.0,9.0,0.0,0.0,0.0,347412.0006975761,1939.8348592146535,0.0,0.0,0.0,0.0,0.558367257123996,761.0,1734583.0,99.39802462683829
IMN,Europe,Isle of Man,2024-08-04,84534.0,38008.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449617.90522156766,1372.2289256393876,0.0,0.0,0.0,0.0,0.3051989054935803,0.0,37892.0,99.69480109450643
ISR,Asia,Israel,2024-08-04,9449000.0,4841558.0,0.0,12707.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512388.400888983,1344.7983913641656,0.0,0.0,0.0,0.0,0.26245683724123514,0.0,4828851.0,99.73754316275877
ITA,Europe,Italy,2024-08-07,59037472.0,26781078.0,6350.0,197307.0,6.0,0.0,0.0,0.0,0.0,0.0,True,6350.0,6.0,0.0,6350.0,6.0,0.0,0.0,0.0,453628.46837344253,3342.0638336275647,0.0,0.0,0.0,0.0,0.7367403209086654,6350.0,26577421.0,99.23954890837479
JAM,North America,Jamaica,2024-08-04,2827382.0,157181.0,12.0,3611.0,0.0,0.0,0.0,0.0,0.0,0.0,True,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,55592.417296283274,1277.1532109916525,0.0,0.0,0.0,0.0,2.297351461054453,12.0,153558.0,97.69501402841311
JPN,Asia,Japan,2024-08-04,123951696.0,33803572.0,0.0,74694.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272715.6875691318,602.6057118250322,0.0,0.0,0.0,0.0,0.2209648140143296,0.0,33728878.0,99.77903518598566
JEY,Europe,Jersey,2024-08-04,110796.0,66391.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599218.3833351384,1453.121051301491,0.0,0.0,0.0,0.0,0.24250274886656326,0.0,66230.0,99.75749725113343
JOR,Asia,Jordan,2024-08-04,11285875.0,1746997.0,0.0,14122.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154794.99817249438,1251.298636570049,0.0,0.0,0.0,0.0,0.8083585718807761,0.0,1732875.0,99.19164142811923
KAZ,Asia,Kazakhstan,2024-08-04,19397998.0,1504370.0,0.0,19072.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77552.84849498386,983.1942450968395,0.0,0.0,0.0,0.0,1.2677732206837413,0.0,1485298.0,98.73222677931625
KEN,Africa,Kenya,2024-08-04,54027484.0,344106.0,0.0,5689.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6369.09170154953,105.29825893798794,0.0,0.0,0.0,0.0,1.6532696320319902,0.0,338417.0,98.34673036796801
KIR,Oceania,Kiribati,2024-08-04,131237.0,5085.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38746.69491073401,182.87525621585374,0.0,0.0,0.0,0.0,0.471976401179941,0.0,5061.0,99.52802359882006
OWID_KOS,Europe,Kosovo,2024-08-04,1782115.0,274279.0,0.0,3212.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153906.45384837678,1802.352822348726,0.0,0.0,0.0,0.0,1.1710703334925385,0.0,271067.0,98.82892966650746
KWT,Asia,Kuwait,2024-08-04,4268886.0,667290.0,0.0,2570.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156314.78563728335,602.030600020708,0.0,0.0,0.0,0.0,0.38513989419892397,0.0,664720.0,99.61486010580107
KGZ,Asia,Kyrgyzstan,2024-08-04,6630621.0,88953.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13415.485517872306,154.43500691715,0.0,0.0,0.0,0.0,1.1511697188402863,0.0,87929.0,98.84883028115972
LAO,Asia,Laos,2024-08-04,7529477.0,219060.0,0.0,671.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29093.654180761827,89.11641538980729,0.0,0.0,0.0,0.0,0.30630877385191274,0.0,218389.0,99.69369122614809
LVA,Europe,Latvia,2024-08-04,1850654.0,977765.0,0.0,7475.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528334.8481131536,4039.1126596327563,0.0,0.0,0.0,0.0,0.7644986269706934,0.0,970290.0,99.23550137302931
LBN,Asia,Lebanon,2024-08-04,5489744.0,1239904.0,0.0,10947.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225858.2549568796,1994.0820555566888,0.0,0.0,0.0,0.0,0.8828909334916252,0.0,1228957.0,99.11710906650838
LSO,Africa,Lesotho,2024-08-04,2305826.0,36138.0,0.0,709.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15672.474852829313,307.4820042795944,0.0,0.0,0.0,0.0,1.961923736786762,0.0,35429.0,98.03807626321324
LBR,Africa,Liberia,2024-08-04,5302690.0,7930.0,0.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1495.4673948505383,55.443557892315035,0.0,0.0,0.0,0.0,3.7074401008827236,0.0,7636.0,96.29255989911728
LBY,Africa,Libya,2024-08-04,6812344.0,507269.0,0.0,6437.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74463.20972634382,944.902371342375,0.0,0.0,0.0,0.0,1.2689519761704342,0.0,500832.0,98.73104802382957
LIE,Europe,Liechtenstein,2024-08-04,39355.0,21588.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548545.2928471605,2261.4661415322066,0.0,0.0,0.0,0.0,0.412266073744673,0.0,21499.0,99.58773392625532
LTU,Europe,Lithuania,2024-08-14,2750058.0,1369355.0,807.0,9810.0,0.0,1958300.0,1881106.0,948621.0,4604865.0,1.0,True,807.0,0.0,1.0,807.0,0.0,0.0,0.0,0.0,497936.770788107,3567.1974918347178,167.44610477306296,71.209407219775,68.40241187640406,34.4945815688251,0.7163956753361984,807.0,1358738.0,99.22467146941443
OWID_LIC,Unknown,Low-income countries,2024-08-04,737604900.0,1944334.0,0.0,43529.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2636.010145811125,59.0139788930361,0.0,0.0,0.0,0.0,2.238761447364496,0.0,1900805.0,97.7612385526355
OWID_LMC,Unknown,Lower-middle-income countries,2024-08-12,3432097300.0,91954400.0,598.0,1188026.0,0.0,2281867638.0,2053053994.0,681863964.0,4954377376.0,10.0,False,598.0,0.0,10.0,598.0,0.0,0.0,0.0,0.0,26792.48050455912,346.1516082309205,144.35422259153316,66.48609985503616,59.81922464727326,19.867267865628403,1.2919729779107907,598.0,90765776.0,98.70737669975553
LUX,Europe,Luxembourg,2024-08-04,647601.0,393542.0,190.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,True,190.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,607692.0820072853,1544.1606791836332,0.0,0.0,0.0,0.0,0.25410248461409457,190.0,392352.0,99.69761804330923
MDG,Africa,Madagascar,2024-08-04,29611718.0,68567.0,0.0,1428.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2315.536032053257,48.22415234401463,0.0,0.0,0.0,0.0,2.0826345034783493,0.0,67139.0,97.91736549652164
MWI,Africa,Malawi,2024-08-04,20405318.0,89168.0,0.0,2686.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4369.841234525235,131.63235191923988,0.0,0.0,0.0,0.0,3.0122914049883365,0.0,86482.0,96.98770859501167
MYS,Asia,Malaysia,2024-08-14,33938216.0,5309410.0,1085.0,37351.0,0.0,28138569.0,27551144.0,17185825.0,72657288.0,14.0,True,1085.0,0.0,14.0,1085.0,0.0,0.0,0.0,0.0,156443.40291781983,1100.5587329634534,214.08693963171194,82.91116127023295,81.18029539325225,50.63856332342278,0.7034868281033109,1085.0,5270974.0,99.27607775628555
MDV,Asia,Maldives,2024-08-04,523798.0,186694.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356423.65950232727,603.2859995647177,0.0,0.0,0.0,0.0,0.16926092964958703,0.0,186378.0,99.83073907035042
MLI,Africa,Mali,2024-08-04,22593598.0,33166.0,0.0,743.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1467.9379530431586,32.88542179072142,0.0,0.0,0.0,0.0,2.240246035096183,0.0,32423.0,97.75975396490382
MLT,Europe,Malta,2024-08-04,533293.0,122796.0,80.0,922.0,1.0,0.0,0.0,0.0,0.0,0.0,True,80.0,1.0,0.0,80.0,1.0,0.0,0.0,0.0,230259.91340595135,1728.880746606462,0.0,0.0,0.0,0.0,0.7508387895371185,80.0,121794.0,99.18401250855077
MHL,Oceania,Marshall Islands,2024-08-04,41593.0,16297.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391820.7390666699,408.72262159497996,0.0,0.0,0.0,0.0,0.10431367736393202,0.0,16280.0,99.89568632263607
MTQ,North America,Martinique,2024-08-04,367512.0,230354.0,0.0,1104.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626793.138727443,3003.9835433945013,0.0,0.0,0.0,0.0,0.4792623527266729,0.0,229250.0,99.52073764727332
MRT,Africa,Mauritania,2024-08-04,4736146.0,63872.0,0.0,997.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13486.070741907028,210.50871320267578,0.0,0.0,0.0,0.0,1.560934368737475,0.0,62875.0,98.43906563126252
MUS,Africa,Mauritius,2024-08-04,1299478.0,328167.0,0.0,1073.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252537.55738842825,825.7161721860624,0.0,0.0,0.0,0.0,0.3269676719475145,0.0,327094.0,99.67303232805249
MYT,Africa,Mayotte,2024-08-04,326113.0,42027.0,0.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128872.50738241037,573.4208694532264,0.0,0.0,0.0,0.0,0.44495205463154636,0.0,41840.0,99.55504794536846
MEX,North America,Mexico,2024-08-04,127504120.0,7619458.0,340.0,334551.0,0.0,0.0,0.0,0.0,0.0,0.0,True,340.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,59758.52388142438,2623.8446255697463,0.0,0.0,0.0,0.0,4.390745378477052,340.0,7284567.0,95.6047923618714
FSM,Oceania,Micronesia (country),2024-08-04,114178.0,31765.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278205.9591164673,569.2865525758027,0.0,0.0,0.0,0.0,0.2046277349283803,0.0,31700.0,99.79537226507162
MDA,Europe,Moldova,2024-08-04,3272993.0,637520.0,743.0,12245.0,2.0,0.0,0.0,0.0,0.0,0.0,True,743.0,2.0,0.0,743.0,2.0,0.0,0.0,0.0,194781.96256453954,3741.2240111726483,0.0,0.0,0.0,0.0,1.9207240557158989,743.0,624532.0,97.96273058100138
MCO,Europe,Monaco,2024-08-04,36491.0,17181.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470828.42344687734,1836.0691677399907,0.0,0.0,0.0,0.0,0.3899656597404109,0.0,17114.0,99.61003434025959
MNG,Asia,Mongolia,2024-08-04,3398373.0,1011489.0,0.0,2136.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297639.19381421636,628.5360671121151,0.0,0.0,0.0,0.0,0.21117382393679018,0.0,1009353.0,99.78882617606321
MNE,Europe,Montenegro,2024-08-04,627082.0,251280.0,0.0,2654.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400713.1443734631,4232.301357717172,0.0,0.0,0.0,0.0,1.0561922954473097,0.0,248626.0,98.94380770455268
MSR,North America,Montserrat,2024-08-04,4413.0,1403.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317924.31452526624,1812.8257421255382,0.0,0.0,0.0,0.0,0.5702066999287242,0.0,1395.0,99.42979330007128
MAR,Africa,Morocco,2024-08-04,37457976.0,1279115.0,0.0,16305.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34148.00094911695,435.2878009212244,0.0,0.0,0.0,0.0,1.274709467092482,0.0,1262810.0,98.72529053290752
MOZ,Africa,Mozambique,2024-08-04,32969520.0,233843.0,0.0,2252.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7092.702593183037,68.30551369871324,0.0,0.0,0.0,0.0,0.9630393041485099,0.0,231591.0,99.03696069585149
MMR,Asia,Myanmar,2024-08-04,54179312.0,642885.0,26.0,19494.0,0.0,0.0,0.0,0.0,0.0,0.0,True,26.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,11865.876037702361,359.8052334071721,0.0,0.0,0.0,0.0,3.032268601693927,26.0,623365.0,96.9636871291133
NAM,Africa,Namibia,2024-08-04,2567024.0,172533.0,0.0,4108.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67211.29214218489,1600.2966859678756,0.0,0.0,0.0,0.0,2.380993780899886,0.0,168425.0,97.61900621910011
NRU,Oceania,Nauru,2024-08-04,12691.0,5393.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424946.81270191475,78.79599716334411,0.0,0.0,0.0,0.0,0.018542555164101613,0.0,5392.0,99.9814574448359
NPL,Asia,Nepal,2024-08-04,30547586.0,1003450.0,0.0,12031.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32848.74948874848,393.84454143119524,0.0,0.0,0.0,0.0,1.1989635756639594,0.0,991419.0,98.80103642433605
NLD,Europe,Netherlands,2024-08-04,17564020.0,8640008.0,383.0,22986.0,0.0,0.0,0.0,0.0,0.0,0.0,True,383.0,0.0,0.0,383.0,0.0,0.0,0.0,0.0,491915.1765939688,1308.6981226393502,0.0,0.0,0.0,0.0,0.2660414203320182,383.0,8616639.0,99.72952571340211
NCL,Oceania,New Caledonia,2024-08-04,289959.0,80163.0,0.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276463.224110995,1082.9117220020762,0.0,0.0,0.0,0.0,0.3917019073637464,0.0,79849.0,99.60829809263625
NZL,Oceania,New Zealand,2024-08-11,5185289.0,2639048.0,1730.0,4284.0,16.0,0.0,0.0,4944676.0,13398398.0,0.0,True,1730.0,16.0,0.0,1730.0,16.0,0.0,0.0,0.0,508949.06725546066,826.1834586268963,258.392502327257,0.0,0.0,95.35969933401977,0.16233126491067992,1730.0,2633034.0,99.77211479291017
NIC,North America,Nicaragua,2024-08-04,6948395.0,16185.0,2.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,True,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2329.314899340063,35.25994132457927,0.0,0.0,0.0,0.0,1.513747296879827,2.0,15938.0,98.47389558232932
NER,Africa,Niger,2024-08-04,26207982.0,9518.0,0.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.1718001027321,12.019239024202626,0.0,0.0,0.0,0.0,3.3095188064719476,0.0,9203.0,96.69048119352806
NGA,Africa,Nigeria,2024-08-04,218541216.0,267188.0,0.0,3155.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1222.597754741147,14.436636062279437,0.0,0.0,0.0,0.0,1.1808165037351976,0.0,264033.0,98.81918349626481
NIU,Oceania,Niue,2024-08-04,1952.0,1074.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550204.9180327869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1074.0,100.0
OWID_NAM,Unknown,North America,2024-08-04,600323657.0,124492666.0,454.0,1671178.0,619.0,458563506.0,394493922.0,256264817.0,1158547416.0,442.0,False,454.0,619.0,442.0,454.0,619.0,0.0,0.0,0.0,207375.9122239622,2783.7950087647473,192.98713327234412,76.38604620240712,65.71353925504222,42.68777583755957,1.34239072364311,454.0,122821034.0,98.6572445962399
PRK,Asia,North Korea,2024-08-04,26069416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MKD,Europe,North Macedonia,2024-08-04,2093606.0,350924.0,116.0,9978.0,0.0,0.0,0.0,0.0,0.0,0.0,True,116.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,167617.0205855352,4765.9397231379735,0.0,0.0,0.0,0.0,2.843350697017018,116.0,340830.0,97.12359371259875
MNP,Oceania,Northern Mariana Islands,2024-08-04,49574.0,14912.0,31.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,True,31.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,300802.8401984911,827.0464356315811,0.0,0.0,0.0,0.0,0.2749463519313305,31.0,14840.0,99.51716738197425
NOR,Europe,Norway,2024-08-04,5434324.0,1512647.0,745.0,5732.0,0.0,0.0,0.0,0.0,0.0,0.0,True,745.0,0.0,0.0,745.0,0.0,0.0,0.0,0.0,278350.5363316578,1054.7770063028997,0.0,0.0,0.0,0.0,0.378938377559338,745.0,1506170.0,99.57181021084232
