date,total_cases,new_cases,total_deaths,new_deaths,new_cases_7day_avg,new_deaths_7day_avg,total_vaccinations,new_vaccinations_7day_avg
2024-08-14,775866783.0,47169.0,7057132.0,815.0,47169.0,815.0,13578774356.0,1452.0
